item_id,user_id,rating,timestamp,model_attr,Price(Dollar),Number of reviews,category,brand,year,split
0,70,2,01-03-2000,Female,97,"1,996",Portable Audio & Video,,1999,0
0,71,5,12-03-2000,Female,467,"2,980",Portable Audio & Video,,1999,0
0,72,5,16-03-2000,Female,119,"3,360",Portable Audio & Video,,1999,0
0,73,5,17-03-2000,Female,79,"5,229",Portable Audio & Video,,1999,0
0,74,2,22-03-2000,Female,22,"4,425",Portable Audio & Video,,1999,0
1,75,5,22-03-2000,Female,119,242,Computers & Accessories,HP,2000,0
1,76,5,23-03-2000,Female,39,"4,517",Computers & Accessories,HP,2000,0
1,77,2,25-03-2000,Female,95,"4,989",Computers & Accessories,HP,2000,0
3,78,4,28-03-2000,Female,19,"3,736",Camera & Photo,,2005,0
3,79,5,28-03-2000,Female,247,98,Camera & Photo,,2005,0
3,80,4,30-03-2000,Female,119,"1,820",Camera & Photo,,2005,0
3,81,5,31-03-2000,Female,61,"3,892",Camera & Photo,,2005,0
0,82,5,01-04-2000,Female,24,"10,143",Portable Audio & Video,,1999,0
2,83,5,05-04-2000,Female&Male,69,55,Headphones,,2000,0
3,84,1,06-04-2000,Female,10,"4,305",Camera & Photo,,2005,0
0,85,5,12-04-2000,Female,8,"19,329",Portable Audio & Video,,1999,0
3,86,2,12-04-2000,Female,12,"1,585",Camera & Photo,,2005,0
3,87,5,12-04-2000,Female,389,"1,321",Camera & Photo,,2005,0
3,88,4,14-04-2000,Female,149,"1,101",Camera & Photo,,2005,0
0,89,5,15-04-2000,Female,15,"2,343",Portable Audio & Video,,1999,0
3,90,4,15-04-2000,Female,113,"5,151",Camera & Photo,,2005,0
0,91,2,16-04-2000,Female,48,549,Portable Audio & Video,,1999,0
3,92,5,17-04-2000,Female,13,"1,761",Camera & Photo,,2005,0
0,93,1,22-04-2000,Female,13,"5,088",Portable Audio & Video,,1999,0
0,94,1,27-04-2000,Female,54,"6,310",Portable Audio & Video,,1999,0
0,95,4,30-04-2000,Female,599,35,Portable Audio & Video,,1999,0
1,96,5,05-05-2000,Female,18,"5,628",Computers & Accessories,HP,2000,0
0,97,1,06-05-2000,Female,131,28,Portable Audio & Video,,1999,0
3,98,4,09-05-2000,Female,49,914,Camera & Photo,,2005,0
0,99,1,09-05-2000,Female,81,"5,133",Portable Audio & Video,,1999,0
3,100,5,09-05-2000,Female,39,112,Camera & Photo,,2005,0
0,101,5,11-05-2000,Female,119,"2,953",Portable Audio & Video,,1999,0
3,102,5,12-05-2000,Female,99,"2,402",Camera & Photo,,2005,0
2,103,5,14-05-2000,Female&Male,47,100,Headphones,,2000,0
1,104,5,15-05-2000,Female,319,"7,799",Computers & Accessories,HP,2000,0
0,105,5,15-05-2000,Female,69,418,Portable Audio & Video,,1999,0
0,106,4,17-05-2000,Female,17,"1,666",Portable Audio & Video,,1999,0
3,107,3,17-05-2000,Female,18,109,Camera & Photo,,2005,0
3,108,5,18-05-2000,Female,49,"3,232",Camera & Photo,,2005,0
3,109,5,18-05-2000,Female,227,"2,845",Camera & Photo,,2005,0
3,110,4,19-05-2000,Female,35,137,Camera & Photo,,2005,0
0,111,4,22-05-2000,Female,17,"2,499",Portable Audio & Video,,1999,0
0,112,2,23-05-2000,Female,10,131,Portable Audio & Video,,1999,0
1,113,5,23-05-2000,Female,59,195,Computers & Accessories,HP,2000,0
0,114,3,25-05-2000,Female,445,"1,312",Portable Audio & Video,,1999,0
3,115,1,26-05-2000,Female,250,"1,039",Camera & Photo,,2005,0
0,116,5,26-05-2000,Female,29,324,Portable Audio & Video,,1999,0
4,117,5,29-05-2000,Female,29,"1,290",Television & Video,Philips,2000,0
0,118,5,05-06-2000,Female,399,895,Portable Audio & Video,,1999,0
5,119,5,06-06-2000,Female&Male,12,"3,107",Camera & Photo,Polaroid,2000,0
0,120,5,06-06-2000,Female,74,"3,461",Portable Audio & Video,,1999,0
3,121,5,06-06-2000,Female,27,"8,255",Camera & Photo,,2005,0
0,122,3,08-06-2000,Female,45,"1,147",Portable Audio & Video,,1999,0
6,123,1,10-06-2000,Female,11,"11,049",Camera & Photo,Panasonic,2015,0
0,124,5,10-06-2000,Female,75,"1,771",Portable Audio & Video,,1999,0
6,125,4,10-06-2000,Female,348,818,Camera & Photo,Panasonic,2015,0
0,126,4,11-06-2000,Female,24,"2,511",Portable Audio & Video,,1999,0
7,127,4,12-06-2000,Female,19,"5,128",Home Audio,Philips,2001,0
0,128,4,13-06-2000,Female,94,908,Portable Audio & Video,,1999,0
6,129,5,14-06-2000,Female,41,"1,916",Camera & Photo,Panasonic,2015,0
8,130,3,14-06-2000,Female,15,166,Accessories & Supplies,,2000,0
7,131,4,15-06-2000,Female,428,"4,670",Home Audio,Philips,2001,0
0,132,3,15-06-2000,Female,76,"1,352",Portable Audio & Video,,1999,0
0,133,5,18-06-2000,Female,16,513,Portable Audio & Video,,1999,0
7,134,5,19-06-2000,Female,69,355,Home Audio,Philips,2001,0
0,135,2,20-06-2000,Female,79,"3,159",Portable Audio & Video,,1999,0
2,136,4,24-06-2000,Female&Male,166,872,Headphones,,2000,0
3,137,3,26-06-2000,Female,18,"1,601",Camera & Photo,,2005,0
7,138,4,26-06-2000,Female,24,681,Home Audio,Philips,2001,0
3,139,3,29-06-2000,Female,695,"11,525",Camera & Photo,,2005,0
1,140,1,30-06-2000,Female,19,734,Computers & Accessories,HP,2000,0
0,141,4,30-06-2000,Female,27,"4,968",Portable Audio & Video,,1999,0
0,142,4,07-07-2000,Female,18,"3,337",Portable Audio & Video,,1999,0
3,143,5,07-07-2000,Female,114,"1,220",Camera & Photo,,2005,0
9,144,5,10-07-2000,Female,27,"1,114",Camera & Photo,JVC,2018,0
0,145,2,11-07-2000,Female,85,283,Portable Audio & Video,,1999,0
2,146,4,12-07-2000,Female&Male,18,"17,410",Headphones,,2000,0
7,147,5,13-07-2000,Female,19,"2,854",Home Audio,Philips,2001,0
0,148,4,15-07-2000,Female,149,117,Portable Audio & Video,,1999,0
3,149,5,15-07-2000,Female,7,"2,751",Camera & Photo,,2005,0
7,150,5,16-07-2000,Female,9,"3,904",Home Audio,Philips,2001,0
0,151,3,16-07-2000,Female,412,"2,002",Portable Audio & Video,,1999,0
0,152,4,18-07-2000,Female,34,452,Portable Audio & Video,,1999,0
0,153,3,27-07-2000,Female,12,"2,343",Portable Audio & Video,,1999,0
7,154,3,28-07-2000,Female,12,"5,406",Home Audio,Philips,2001,0
5,155,3,28-07-2000,Female&Male,47,319,Camera & Photo,Polaroid,2000,0
0,156,4,01-08-2000,Female,79,"26,219",Portable Audio & Video,,1999,0
7,157,2,04-08-2000,Female,13,"4,502",Home Audio,Philips,2001,0
3,158,2,05-08-2000,Female,19,320,Camera & Photo,,2005,0
10,159,5,06-08-2000,Male,61,"1,271",Portable Audio & Video,,2000,0
1,160,5,11-08-2000,Female,249,"1,739",Computers & Accessories,HP,2000,0
11,161,4,21-08-2000,Male,579,918,Camera & Photo,Panasonic,2001,0
3,162,3,21-08-2000,Female,11,29,Camera & Photo,,2005,0
0,163,3,29-08-2000,Female,34,"1,068",Portable Audio & Video,,1999,0
0,164,4,30-08-2000,Female,30,4,Portable Audio & Video,,1999,0
7,165,1,30-08-2000,Female,42,906,Home Audio,Philips,2001,0
5,166,4,14-09-2000,Female&Male,33,"2,411",Camera & Photo,Polaroid,2000,0
1,167,5,20-09-2000,Female,9,"1,023",Computers & Accessories,HP,2000,0
0,168,1,23-09-2000,Female,18,"3,458",Portable Audio & Video,,1999,0
12,169,5,25-09-2000,Female&Male,15,"2,378",Camera & Photo,Fujifilm,2001,0
12,170,5,26-09-2000,Female&Male,179,"1,428",Camera & Photo,Fujifilm,2001,0
4,171,5,06-10-2000,Female,79,173,Television & Video,Philips,2000,0
13,172,4,06-10-2000,Female,26,427,Camera & Photo,Nikon,2000,0
1,173,4,12-10-2000,Female,29,52,Computers & Accessories,HP,2000,0
11,174,5,13-10-2000,Male,12,"6,116",Camera & Photo,Panasonic,2001,0
13,175,5,17-10-2000,Female,116,"5,168",Camera & Photo,Nikon,2000,0
13,176,4,19-10-2000,Female,79,"3,373",Camera & Photo,Nikon,2000,0
11,177,5,19-10-2000,Male,129,546,Camera & Photo,Panasonic,2001,0
8,178,1,19-10-2000,Female,29,96,Accessories & Supplies,,2000,0
1,179,5,19-10-2000,Female,24,81,Computers & Accessories,HP,2000,0
10,180,4,20-10-2000,Male,50,"1,621",Portable Audio & Video,,2000,0
13,181,4,23-10-2000,Female,49,656,Camera & Photo,Nikon,2000,0
14,182,5,25-10-2000,Female&Male,52,"3,252",Camera & Photo,Kodak,2001,0
14,158,4,28-10-2000,Female&Male,16,"3,510",Camera & Photo,Kodak,2001,0
13,183,5,29-10-2000,Female,29,"1,902",Camera & Photo,Nikon,2000,0
11,184,3,29-10-2000,Male,24,412,Camera & Photo,Panasonic,2001,0
13,185,4,30-10-2000,Female,149,653,Camera & Photo,Nikon,2000,0
13,186,4,01-11-2000,Female,24,834,Camera & Photo,Nikon,2000,0
1,187,5,02-11-2000,Female,17,"1,665",Computers & Accessories,HP,2000,0
15,188,5,09-11-2000,Female&Male,257,219,Camera & Photo,Kodak,2006,0
15,189,5,10-11-2000,Female&Male,24,610,Camera & Photo,Kodak,2006,0
1,190,5,11-11-2000,Female,24,"4,727",Computers & Accessories,HP,2000,0
13,191,5,11-11-2000,Female,8,"1,578",Camera & Photo,Nikon,2000,0
3,192,5,14-11-2000,Female,14,403,Camera & Photo,,2005,0
3,193,1,16-11-2000,Female,32,265,Camera & Photo,,2005,0
11,194,5,17-11-2000,Male,44,"19,560",Camera & Photo,Panasonic,2001,0
12,195,5,18-11-2000,Female&Male,299,"2,966",Camera & Photo,Fujifilm,2001,0
15,196,5,22-11-2000,Female&Male,19,"6,213",Camera & Photo,Kodak,2006,0
16,197,5,22-11-2000,Female&Male,107,851,Camera & Photo,Kodak,2001,0
2,198,5,25-11-2000,Female&Male,111,"1,318",Headphones,,2000,0
12,199,3,26-11-2000,Female&Male,234,514,Camera & Photo,Fujifilm,2001,0
10,200,3,26-11-2000,Male,19,242,Portable Audio & Video,,2000,0
17,201,4,27-11-2000,Female,42,"4,973",Camera & Photo,Fujifilm,2003,0
8,202,4,27-11-2000,Female,79,233,Accessories & Supplies,,2000,0
13,203,4,28-11-2000,Female,274,417,Camera & Photo,Nikon,2000,0
14,204,5,29-11-2000,Female&Male,39,"5,090",Camera & Photo,Kodak,2001,0
3,205,4,30-11-2000,Female,36,"1,680",Camera & Photo,,2005,0
18,206,5,01-12-2000,Female,22,"1,129",Camera & Photo,Sony,2001,0
6,207,4,03-12-2000,Female,349,941,Camera & Photo,Panasonic,2015,0
3,208,4,06-12-2000,Female,169,844,Camera & Photo,,2005,0
3,209,5,07-12-2000,Female,19,"1,291",Camera & Photo,,2005,0
3,210,5,09-12-2000,Female,7,830,Camera & Photo,,2005,0
14,211,1,09-12-2000,Female&Male,123,"2,733",Camera & Photo,Kodak,2001,0
13,212,3,09-12-2000,Female,14,"2,467",Camera & Photo,Nikon,2000,0
18,213,5,11-12-2000,Female,31,"7,640",Camera & Photo,Sony,2001,0
1,214,5,14-12-2000,Female,99,579,Computers & Accessories,HP,2000,0
11,215,5,14-12-2000,Male,7,221,Camera & Photo,Panasonic,2001,0
14,216,5,15-12-2000,Female&Male,206,"1,108",Camera & Photo,Kodak,2001,0
5,217,5,15-12-2000,Female&Male,19,640,Camera & Photo,Polaroid,2000,0
1,218,3,16-12-2000,Female,89,176,Computers & Accessories,HP,2000,0
1,219,5,16-12-2000,Female,19,749,Computers & Accessories,HP,2000,0
3,220,2,18-12-2000,Female,74,475,Camera & Photo,,2005,0
12,221,5,18-12-2000,Female&Male,144,342,Camera & Photo,Fujifilm,2001,0
2,184,2,19-12-2000,Female&Male,79,"1,103",Headphones,,2000,2
13,222,4,20-12-2000,Female,149,570,Camera & Photo,Nikon,2000,0
3,223,1,21-12-2000,Female,39,272,Camera & Photo,,2005,0
1,224,1,23-12-2000,Female,229,55,Computers & Accessories,HP,2000,0
14,225,5,26-12-2000,Female&Male,5,"1,406",Camera & Photo,Kodak,2001,0
10,226,4,26-12-2000,Male,141,729,Portable Audio & Video,,2000,0
14,227,5,28-12-2000,Female&Male,29,241,Camera & Photo,Kodak,2001,0
5,228,5,29-12-2000,Female&Male,128,166,Camera & Photo,Polaroid,2000,0
19,229,3,30-12-2000,Female,44,106,Camera & Photo,Canon,2000,0
13,230,2,31-12-2000,Female,20,113,Camera & Photo,Nikon,2000,0
19,231,5,31-12-2000,Female,249,644,Camera & Photo,Canon,2000,0
14,232,4,01-01-2001,Female&Male,39,"1,323",Camera & Photo,Kodak,2001,0
14,233,5,02-01-2001,Female&Male,11,"5,249",Camera & Photo,Kodak,2001,0
13,234,4,02-01-2001,Female,56,"2,371",Camera & Photo,Nikon,2000,0
1,235,4,02-01-2001,Female,80,"4,502",Computers & Accessories,HP,2000,0
11,236,5,03-01-2001,Male,110,7,Camera & Photo,Panasonic,2001,0
14,237,4,04-01-2001,Female&Male,44,"1,030",Camera & Photo,Kodak,2001,0
14,238,5,04-01-2001,Female&Male,27,"7,436",Camera & Photo,Kodak,2001,0
2,239,5,05-01-2001,Female&Male,27,750,Headphones,,2000,0
10,240,1,06-01-2001,Male,80,"1,452",Portable Audio & Video,,2000,0
3,241,4,07-01-2001,Female,79,15,Camera & Photo,,2005,0
11,242,4,07-01-2001,Male,24,817,Camera & Photo,Panasonic,2001,0
14,243,5,08-01-2001,Female&Male,91,765,Camera & Photo,Kodak,2001,0
14,244,5,08-01-2001,Female&Male,9,"10,182",Camera & Photo,Kodak,2001,0
13,245,5,08-01-2001,Female,7,"8,251",Camera & Photo,Nikon,2000,0
12,246,4,09-01-2001,Female&Male,29,"17,755",Camera & Photo,Fujifilm,2001,0
3,247,2,13-01-2001,Female,11,835,Camera & Photo,,2005,0
12,248,4,18-01-2001,Female&Male,16,"4,029",Camera & Photo,Fujifilm,2001,0
15,249,5,18-01-2001,Female&Male,21,"1,626",Camera & Photo,Kodak,2006,0
14,250,4,20-01-2001,Female&Male,10,"8,294",Camera & Photo,Kodak,2001,0
18,251,5,21-01-2001,Female,60,67,Camera & Photo,Sony,2001,0
14,252,5,23-01-2001,Female&Male,102,131,Camera & Photo,Kodak,2001,0
20,253,3,23-01-2001,Female&Male,"1,199",7,Camera & Photo,Kensington,2007,0
3,254,5,27-01-2001,Female,24,882,Camera & Photo,,2005,0
1,255,1,30-01-2001,Female,39,"4,146",Computers & Accessories,HP,2000,0
14,256,5,04-02-2001,Female&Male,119,478,Camera & Photo,Kodak,2001,0
14,257,5,04-02-2001,Female&Male,209,569,Camera & Photo,Kodak,2001,0
14,258,5,06-02-2001,Female&Male,149,358,Camera & Photo,Kodak,2001,0
13,259,4,07-02-2001,Female,19,589,Camera & Photo,Nikon,2000,0
7,260,1,07-02-2001,Female,7,"10,759",Home Audio,Philips,2001,0
14,261,5,09-02-2001,Female&Male,54,"1,294",Camera & Photo,Kodak,2001,0
14,262,5,11-02-2001,Female&Male,113,"1,386",Camera & Photo,Kodak,2001,0
12,263,4,18-02-2001,Female&Male,27,"3,874",Camera & Photo,Fujifilm,2001,0
2,264,5,19-02-2001,Female&Male,184,"1,218",Headphones,,2000,0
21,265,5,20-02-2001,Male,31,594,Computers & Accessories,,2001,0
19,266,4,23-02-2001,Female,24,"1,923",Camera & Photo,Canon,2000,0
13,267,4,24-02-2001,Female,119,"1,064",Camera & Photo,Nikon,2000,0
9,268,2,25-02-2001,Female,149,257,Camera & Photo,JVC,2018,0
14,269,5,02-03-2001,Female&Male,165,736,Camera & Photo,Kodak,2001,0
8,270,5,03-03-2001,Female,449,38,Accessories & Supplies,,2000,0
7,271,1,07-03-2001,Female,34,1,Home Audio,Philips,2001,0
22,272,5,08-03-2001,Female,17,"1,366",Accessories & Supplies,,2001,0
23,273,5,10-03-2001,Female&Male,29,"13,929",Camera & Photo,,2001,0
23,274,5,10-03-2001,Female&Male,39,"1,114",Camera & Photo,,2001,0
23,275,5,10-03-2001,Female&Male,49,518,Camera & Photo,,2001,0
23,276,3,10-03-2001,Female&Male,7,295,Camera & Photo,,2001,0
15,269,5,10-03-2001,Female&Male,19,197,Camera & Photo,Kodak,2006,0
23,277,4,10-03-2001,Female&Male,99,455,Camera & Photo,,2001,0
23,278,4,11-03-2001,Female&Male,11,887,Camera & Photo,,2001,0
23,279,5,11-03-2001,Female&Male,52,"2,450",Camera & Photo,,2001,0
23,280,4,11-03-2001,Female&Male,12,194,Camera & Photo,,2001,0
23,281,5,11-03-2001,Female&Male,129,"1,916",Camera & Photo,,2001,0
23,282,4,11-03-2001,Female&Male,39,104,Camera & Photo,,2001,0
23,283,4,11-03-2001,Female&Male,253,60,Camera & Photo,,2001,0
23,284,3,11-03-2001,Female&Male,8,167,Camera & Photo,,2001,0
23,285,4,11-03-2001,Female&Male,28,"1,806",Camera & Photo,,2001,0
23,286,4,12-03-2001,Female&Male,119,434,Camera & Photo,,2001,0
23,287,5,12-03-2001,Female&Male,74,312,Camera & Photo,,2001,0
23,288,5,12-03-2001,Female&Male,225,672,Camera & Photo,,2001,0
23,289,4,12-03-2001,Female&Male,39,331,Camera & Photo,,2001,0
3,290,4,12-03-2001,Female,56,"1,106",Camera & Photo,,2005,0
1,291,5,12-03-2001,Female,99,616,Computers & Accessories,HP,2000,0
23,292,5,12-03-2001,Female&Male,216,531,Camera & Photo,,2001,0
12,293,1,14-03-2001,Female&Male,262,136,Camera & Photo,Fujifilm,2001,0
24,294,5,15-03-2001,Female,39,"5,867",Camera & Photo,Sony,2001,0
4,295,1,15-03-2001,Female,"2,537",51,Television & Video,Philips,2000,0
15,296,4,18-03-2001,Female&Male,144,147,Camera & Photo,Kodak,2006,0
11,297,4,18-03-2001,Male,129,615,Camera & Photo,Panasonic,2001,0
13,298,4,19-03-2001,Female,39,49,Camera & Photo,Nikon,2000,0
6,299,3,21-03-2001,Female,24,183,Camera & Photo,Panasonic,2015,0
13,300,5,21-03-2001,Female,59,85,Camera & Photo,Nikon,2000,0
20,301,4,22-03-2001,Female&Male,40,402,Camera & Photo,Kensington,2007,0
25,302,5,23-03-2001,Female,15,"1,072",Camera & Photo,Sony,2001,0
23,303,4,25-03-2001,Female&Male,79,5,Camera & Photo,,2001,0
13,304,5,26-03-2001,Female,41,"1,644",Camera & Photo,Nikon,2000,0
10,305,1,28-03-2001,Male,7,679,Portable Audio & Video,,2000,0
1,306,5,03-04-2001,Female,55,149,Computers & Accessories,HP,2000,0
26,307,1,05-04-2001,Female,259,49,Camera & Photo,Sony,2001,0
27,308,5,08-04-2001,Female,22,265,Camera & Photo,Sony,2015,0
13,309,5,14-04-2001,Female,47,"2,750",Camera & Photo,Nikon,2000,0
28,310,4,15-04-2001,Female&Male,35,344,Camera & Photo,Kodak,2001,0
3,311,4,18-04-2001,Female,216,116,Camera & Photo,,2005,0
3,312,4,18-04-2001,Female,8,472,Camera & Photo,,2005,0
1,313,5,18-04-2001,Female,24,"1,377",Computers & Accessories,HP,2000,0
14,314,5,18-04-2001,Female&Male,15,825,Camera & Photo,Kodak,2001,0
14,315,5,22-04-2001,Female&Male,149,"1,419",Camera & Photo,Kodak,2001,0
29,316,4,22-04-2001,Female&Male,699,149,Camera & Photo,Kodak,2001,0
24,317,5,23-04-2001,Female,8,"1,364",Camera & Photo,Sony,2001,0
16,318,5,23-04-2001,Female&Male,47,397,Camera & Photo,Kodak,2001,0
3,319,5,24-04-2001,Female,12,43,Camera & Photo,,2005,0
22,320,5,25-04-2001,Female,19,171,Accessories & Supplies,,2001,0
26,321,4,26-04-2001,Female,7,"3,457",Camera & Photo,Sony,2001,0
4,322,2,27-04-2001,Female,9,47,Television & Video,Philips,2000,0
16,323,5,29-04-2001,Female&Male,55,555,Camera & Photo,Kodak,2001,0
28,324,2,29-04-2001,Female&Male,20,253,Camera & Photo,Kodak,2001,0
26,325,5,30-04-2001,Female,12,26,Camera & Photo,Sony,2001,0
11,326,5,02-05-2001,Male,159,168,Camera & Photo,Panasonic,2001,0
3,327,1,02-05-2001,Female,38,"18,927",Camera & Photo,,2005,0
29,328,5,04-05-2001,Female&Male,15,623,Camera & Photo,Kodak,2001,0
24,158,5,04-05-2001,Female,69,91,Camera & Photo,Sony,2001,0
28,328,5,04-05-2001,Female&Male,24,187,Camera & Photo,Kodak,2001,2
29,329,1,06-05-2001,Female&Male,153,"1,486",Camera & Photo,Kodak,2001,0
29,330,5,07-05-2001,Female&Male,8,"1,902",Camera & Photo,Kodak,2001,0
2,331,3,08-05-2001,Female&Male,139,12,Headphones,,2000,0
14,332,4,09-05-2001,Female&Male,59,"1,176",Camera & Photo,Kodak,2001,0
29,333,3,09-05-2001,Female&Male,16,59,Camera & Photo,Kodak,2001,0
27,334,5,09-05-2001,Female,10,215,Camera & Photo,Sony,2015,0
3,335,1,10-05-2001,Female,129,77,Camera & Photo,,2005,0
3,336,5,11-05-2001,Female,149,24,Camera & Photo,,2005,0
3,337,4,11-05-2001,Female,19,"1,922",Camera & Photo,,2005,0
3,338,4,11-05-2001,Female,3,594,Camera & Photo,,2005,0
2,339,5,13-05-2001,Female&Male,83,"3,131",Headphones,,2000,0
13,340,2,13-05-2001,Female,379,202,Camera & Photo,Nikon,2000,0
3,341,5,14-05-2001,Female,7,749,Camera & Photo,,2005,0
22,342,5,16-05-2001,Female,63,"1,022",Accessories & Supplies,,2001,0
3,343,5,17-05-2001,Female,14,217,Camera & Photo,,2005,0
23,344,5,18-05-2001,Female&Male,32,39,Camera & Photo,,2001,0
16,158,3,19-05-2001,Female&Male,146,649,Camera & Photo,Kodak,2001,0
25,345,4,19-05-2001,Female,39,10,Camera & Photo,Sony,2001,0
25,346,3,22-05-2001,Female,49,"1,772",Camera & Photo,Sony,2001,0
1,347,2,22-05-2001,Female,299,352,Computers & Accessories,HP,2000,0
16,348,5,23-05-2001,Female&Male,49,244,Camera & Photo,Kodak,2001,0
14,349,4,23-05-2001,Female&Male,159,195,Camera & Photo,Kodak,2001,0
23,350,5,24-05-2001,Female&Male,19,20,Camera & Photo,,2001,0
22,351,5,26-05-2001,Female,799,25,Accessories & Supplies,,2001,0
28,352,5,26-05-2001,Female&Male,24,213,Camera & Photo,Kodak,2001,0
